०	0
छिद्र	pore, valve
छिद्रान्वेषण	nit-picking
छिद्रान्वेषण	trainspotting, nit-picking
छिद्रान्वेषी	critical, censorious
छिद्रान्वेषी	devil's advocate, trainspotter
छिद्रित	porous
छिनना	seize
छिनाल	slag
छिन्न	truncate
छिपकर	in hiding
छिपकली	lizard, gecko
छिपना	shelter, keep down
छिपा	incognito, veiled
छिपाऊ	close
छिपाऊं	secret
छिपाना	cover <something> up, whitewash
छिपाव	closeness, cover
छिपाव	dissimulate
छिपी	veiled
छियालीस	forty-six, xlvi
छियालीस	forty-six, XLVI
छियासठ	sixty-six, lxvi
छियासी	eighty-six, lxxxvi
छियासी	eighty-six, LXXXVI
छिलका	peel, shell
छिलकेदार	scaly
छिहत्तर	seventy-six, lxxvi
छी	pooh, poop
छीका	pot
छीज	wastage, wear and tear
छीनना	snatch, tackle
छीनना	take-away
छीना	pig
छीलन	peelings, wood shavings
छीलना	hull, pare
छींक	sneeze
छींकना	sneeze
छींका	muzzle, sling
छींट	batik, calico
छींटदार	chintzy
छींटा	dash, spatter
छींटे	splatter, spatter
छुईमुई	action plant, touch-me-not
छुट	discount
छुटकारा	riddance
छुटभैया	whipper-snapper
छुट्टियां	holidays
छुट्टियाँ	holiday, holidays
छुट्टी	leave, vacation
छुडाना	disentangle
छुड़ाना	rescue, untangle
छुड़ाना	deliver, rid
छुतहा	contagious
छुप	secret
छुपाना	bury, cover
छुरा	machete
छुरी	scalpel, knife
छुहारा	date
छू	sic
छूट	concession, discount
छूटना	depart
छूत	infection, contagion
छूना	feel, handle
छेड़	banter
छेड़	aggression, excitement
छेड़खानी	provocation, ribbing
छेड़खानी	proviso
छेड़छाड़	tease
छेड़छाड़	aggression, annoyance
छेड़ना	provoke, tease
छेड़ना	accost, tamper
छेद	hole, puncture
छेददार	porous, rare
छेदन	pertusion, section
छेना	chisel, curd
छेनी	chisel
छैला	blood
छोकरा	chap, lad
छोकरी	dame, wench
छोटा	little, lower
छोटापन	smallness
छोटी	little, short
छोटे	lowercase
छोड़	leave
छोड़	deprivation, desertion
छोड़कर	without, but
छोड़कर	save, saving
छोड़ना	fall out, set
छोड़ना	absolve, pass
छोर	tip, end
छोलदारी	wall tent, tent
छोले	chickpeas
छौंक	condiment
छंटनी	cut back, retrenchment
छंटाई	sorting, pruning
छंद	prosody, verse
छंदबद्ध	scan
छँटाई	pruning, trim
छः	six
छः	six, half dozen
जइसे	like
जई	oat, corn
जक	obstinacy
जकड़	clench
जकड़	clench, clinch
जकड़न	grip
जकड़ना	clamp
जकार्ता	Jakarta, Djakarta
ज़खीरा	hoard
ज़ख़ीरा	stockpile, pile
जख्म	injury
ज़ख्म	wound, injury
ज़ख़्म	wound, wounding
जख्मी	wounded
ज़ख़्मी	wounded, hurt
जग	pitcher, jug
जगत	land, world
जगतप्रसिद्ध	world-famous
जगत्	world
जगदीश्वर	omnipresent
जगना	awake
जगन्नाथ	juggernaut, Juggernaut
जगमग	illuminated, lit
जगमगाता	glittering
जगमगाहट	illumination, glitter
जगह	in <somebody> place
जगह	in <one> place, corner
जगाना	rousing, arousal
जगाना	knock up, awake
जगुआर	tiger
जघन	pubic
जघन्य	nefarious, heinous
जघन्यता	heinousness
जज	judge, justice
जज़ीरा	peninsula
ज़जीरा	island
जज्ब	soaking, absorption
जज्बा	feeling
जज़्बा	emotion
जज़्बात	sentiment
जज़्बात	feeling
जज़्बाती	emotional
जटा	tress
जटायुक्त	mazy
जटित	studded, inlaid
जटिल	catch-22, fiddly
जटिलता	ramification, perplexity
जठर	stomach, venter
जड	root
जड	heavy
जड़	lazy, vegetable
जड़	taproot, centre
जड़	root, radical
जड़	inanimate, inert
जड़ता	stupefaction
जड़ता	idiocy, inertia
जड़त्व	inertia
जड़त्व	inertia
जड़ना	set, stud
जड़ना	fix
जड़बुद्धि	imbecile
जड़बुद्धि	idiot
जड़वत	spellbound
जड़वत्	stock-still, rooted
जड़वादी	materialist
जड़ा	studded
जड़ा	set, mounted
जड़ाई	inlay
जड़ी	herb, simple
जड़ें	roots
जताना	demonstrate, prompt
जत्था	squad, combine
जन	public, population
जनक	procreator, progenitor
जनकल्याण	weal
जनगणना	census
जनजाति	tribe
जनजातीय	tribal
जनतन्त्र	majority rule, democracy
जनता	crowd, public
जनतंत्र	democracy
जनतंत्रीकरण	democratization
जनतंत्रीय	democratic
जनन	generation
जनना	produce, breed
जननाणु	gametocytes
जननायक	demagogue
जननांग	genitalia, genitals
जननिक	genetic, genital
जननी	dam, mother
जननेन्द्रिय	penis
जननेंद्रिय	genitalia, sex organ
जनपद	territorial dominion, district
जनबल	workforce, work force
जनम	birth
जनमत	plebiscite
जनमदिन	birthday
जनमोर्चा	popular front
जनरल	general
जनरेटर	generator, alternator
जनवरी	January, Jan
जनवादी	populist
जनवादी	populist
जनशून्य	lonely
जनश्रुति	rumor, fame
जनसभा	forum
जनसमूह	company
जनसाधारण	the ruck, plebs
जनसांख्यिकी	demography
जनसांख्यिकीय	demographic, demographical
जनसेवक	civil servant
जनसैलाब	rabble
जनसंख्या	population
जनसंघ	Mass
जनसंहार	massacre
जनहानि	casualties
जनहित	weal
जनाकीर्ण	populous
जनाजा	bier
जनाज़ा	body, corpse
जनादेश	mandate
जनाना	womanish
ज़नाना	zenana
ज़नाना	female, feminine
जनाब	sir
जनोक्ति	proverb
जन्तर	amulet, talisman
जन्तु	animal, being
जन्नत	heaven, paradise
जन्म	seed, arrival
जन्म	native
जन्मकुण्डली	star
जन्मकुंडली	horoscope
जन्मगत	congenital, original
जन्मजात	innate, inbred
जन्मतिथि	name day
जन्मदर	birthrate
जन्मदाता	generator
जन्मदात्री	mother
जन्मदिन	birthday, natal day
जन्मदिवस	birthday, natal day
जन्मना	germinate
जन्मपत्री	horoscope
जन्मभूमि	native land, home
जन्मभूमी	home
जन्मसिद्ध	native, innate
जन्मसिद्ध	appanage
जन्मस्थल	birthplace
जन्मस्थान	birthplace
जन्मा	born, whelped
जन्माष्टमी	Janmashthami
जन्मी	native
जब	when
जब	as, while
जबकि	whereas
जबड़ा	jaw, mandible
जबड़ा	jaw, jowl
जबड़े	jaws
जबड़े	mandibular
जबतक	as long as
जबरदस्त	keen, fast and furious
ज़बरदस्त	nasty, mega
ज़बरदस्त	overwhelmingly
जबरदस्ती	forced
जबरदस्ती	coercion, constraint
ज़बरदस्ती	coercion
जबरन	forced
ज़बरन	by force, forcefully
जबर्दस्त	red-hot
ज़बर्दस्त	red-hot, swingeing
ज़बर्दस्ती	willy-nilly
जबलपुर	Jubbulpore, Jabalpur
जबान	mouth, tongue
ज़बान	language, tongue
जबानी	oral, vocal
जबानी	orally, verbally
ज़बानी	word of mouth, by word of mouth
ज़बानी	word of mouth
जब्त	confiscated, seized
ज़ब्त	expropriation, estrangement
जब्ती	seizure
ज़ब्ती	confiscation, forfeiture
जभी	AS
जमघट	crush, pile
जमना	set, jell
जमा	congealed, accumulated
जमा	submit
जमा	deposit
जमाई	son-in-law
जमाकर्ता	depositor
जमाखोरी	billboard
जमात	circle
जमादार	captain
जमानत	bail, guarantee
ज़मानत	bail
जमानतदार	bail
जमानती	surety
ज़मानती	warrantor, warranter
जमाना	adjust, solidify
जमाना	heyday, world
ज़माना	year dot
जमाव	concentration, assemblage
जमावट	congelation, consolidation
जमावड़ा	jamboree, assemblage
जमावड़ा	concourse, jamboree
जमीन	field, earth
ज़मीन	landed estate, floor
जमीनदार	proprietary
जमीन्दार	laird, landlord
जमीन्दार	landed
जमीर	conscience
ज़मीर	mind, heart
जमींदार	landlord, squire
ज़मींदार	landlord, squire
ज़मींदार	landowning
ज़मींदार	domain
जमींदारी	manor
ज़मींदारी	landowning, landownership
ज़मींदारी	zamindari
जमुनिया	amethyst
जमैका	Jamaica
जमैकाई	Jamaican
जम्हाई	yawning, oscitance
जय	viva
जय	palm, triumph
जयकार	cheer, acclaim
जयघोष	acclamation
जयजयकार	cheer, acclamation
जयध्वनि	cheer
जयन्ती	jubilee
जयपाल	croton
जयमाला	bay, palm
जया	Cynodon dactylon, Panicum
जयंती	jubilee
जरखेज	plentiful, productive
जरता	old age
ज़रदी	yellow
जरसी	Jersey
जरा	iota, senility
ज़रा	little
ज़रा	some
जरायुज	viviparous, live-bearing
जरिया	instrument, medium
ज़रिया	passport
ज़रिया	means
जरी	brocade
जरुर	obesely
ज़रुर	importantly
जरुरत	requirement
जरुरी	indispensable
ज़रुरी	necessary
जरूर	of course, sure
जरूर	necessarily, surely
ज़रूर	far and away, quite so
जरूरत	need
ज़रूरत	urgency, need
जरूरती	thirsty
जरूरी	rush, inevitable
ज़रूरी	necessary, pressing
ज़रूरी	needful
जरेनियम	geranium
जर्जर	ruined, woebegone
जर्जरता	decrepitude
जर्द	pale, livid
ज़र्द	washy, paly
जर्नल	journal, mag
जर्म	germ
जर्मन	Teutonic, German
जर्मन	German
जर्मनी	Germany
जर्रा	jot
जर्राही	surgery
जर्सी	jersey
जल	water
जलकल	waterworks
जलकुंड	basin
जलकुंभी	nasturtium, watercress
जलक्रीड़ा	aquatics
जलग्रहण	catchment
जलघर	waterworks
जलचर	aquatic
जलचिकित्सा	hydrotherapy, hydropathy
जलडमरूमध्य	strait, pass
जलदस्यु	buccaneer
जलधारा	waterway
जलन	fire, burn
जलना	light, strike
जलनिकासी	drainage
जलपक्षी	water-bird
जलपरी	mermaid, water nymph
जलपाखी	waterbird, water bird
जलपात्र	urn, stoup
जलपान	refreshment, refreshments
जलपोत	hydroplane
जलप्रतिरोधी	water-resistant
जलप्रपात	falls, waterfall
जलप्रलय	flood
जलप्रवाह	flood
जलप्लावन	submergence, inundation
जलप्लावित	awash, overwhelmed
जलभीति	aquaphobia
जलमग्न	submerged, submersed
जलमार्ग	penstock, waterway
जलयात्रा	sailing, voyage
जलयान	sail, ship
जलयुक्त	aqueous
जलरहित	waterless
जलरोधी	waterproof
जलरंग	watercolor, watercolour
जलवा	vibe, charisma
जलवायु	sky, climate
जलवाष्प	water vapor, water vapour
जलसा	picnic, sitting
जलसेना	aramada
जलसंभर	watershed, divide
जलस्तर	water level
जलस्रोत	spring
जला	burn, scald
जलाधिकार	riparian right, water right
जलान	burning
जलाना	ignite, char
जलाना	combustion
जलानेवाला	burner, scorcher
जलानेवाला	burning, caustic
जलापूर्ति	water
जलावतरण	slipway, launch
जलावन	combustibles, pabulum
जलाशय	reservoir
जलीय	aqueous, aquatic
जलूस	cortege, pageant
जलेबी	jalebi, funnel cake
जलोदर	hydro
जलोदर	ascites, dropsy
जल्द	pronto, facilely
जल्द	precipitate, terminable
जल्दबाज	furious, hasty
जल्दबाजी	Rushing
जल्दबाज़ी	temerity, precocity
जल्दबाज़ी	haste
जल्दि	soon
जल्दी	speed up
जल्दी	early, hasty
जल्दी	sooner rather than later, soon
जल्दी	hurry
जल्लाद	executioner, hangman
जवा	clove
जवान	grown-up, youthful
जवान	spring chicken, youth
जवानी	youngness, prime
जवाब	reply, answer
जवाबदेह	liable, respondent
जवाबदेही	answerableness, answerability
जवाबी	respondent
जवार	sorghum
जवाहर	gem, jewel
जवाहरात	jewellery
जशन	beano, jamboree
जश्न	jamboree
जस्ता	pewter, zinc
ज़हन	psyche, mind
ज़हनी	mental, psychological
जहन्नुम	Gehenna
ज़हमत	undertaking, pains
जहर	poison
ज़हर	poison
ज़हर	venom
जहरीला	poisonous
ज़हरीला	venomous, deadly
जहाज	bottom, keel
जहाज़	ship, shipping
जहाज़	ship, sloop
जहाजरानी	shipping
जहाजी	nautical, naval
जहाजी	seafarer
जहाज़ी	marine
जहाज़ी	quay, Marine
जहा़जी	naval
जहान	world, macrocosm
जहालत	ignorance
जहाँ	where
जहाँ	where
जहाँपनाह	king
ज़हीन	perspicacious
जा	go
जाकर	go and
जाकेट	coat
जागत	awake
जागतिक	world
जागना	waken, awake
जागना	waking up, awakening
जागरण	vigil, arousal
जागरुक	tuned in
जागरुकता	awareness
जागरूक	switched-on, awake
जागरूकता	wakefulness, awareness
जागा	vigil
जागीर	manor
जागीरदार	squire
जागृत	waking, active
जागृति	consciousness-raising, awakening
जाग्रत	conscious
जाज	jazz
जाजम	bedspread
जाज्वल्यमान	live
जाट	Jat
जाड़ा	thick
जाड़ा	winter
जाड़ा	winter
ज़ात	personality, temperament
जाता	goes, go away
जाति	genus, rod
जातिगत	racial
जातिभेद	racialism
जातिवाद	racialism, racism
जातिवादी	racist, racialist
जातिवादी	racist, racialist
जातिसंहार	genocide
जाती	inborn, inbred
ज़ाती	congenital, inborn
जातीय	racial
जातीयता	racism, ethnicity
जादुई	bewitching, magic
जादुगर	sorcerer
जादू	enchantment, trick
जादूगर	medicine man, magician
जादूगरनी	witch, sorceress
जादूगरी	witching
जान	heart, life and limb
जानकार	judge, oracle
जानकार	knowing, in the know
जानकारी	instruction, familiarity
जानदार	live, lively
जानना	discern
जानबूझकर	intentional
जानबूझकर	advisedly, in cold blood
जानम	lover
जानलेवा	mortal, deadly
जानवर	brute, animal
जाना	travel, sink
जानामाना	well-known
जानी	warring, unatonable
जानु	knee
जानेवाला	bound
जाप	prayer
जापान	Japan
जापानी	Japanese
जापानी	Japanese
ज़ाफ़रान	saffron
जाफरी	trellis
जाफ़री	treillage, trellis
जाब	job
जाब्ता	code
जाम	jam, goblet
जामन	bird cherry, coagulant
जामा	cloak, gown
जामाता	son-in-law
जामिन	bail
जामुन	Syzygium cumini
जामुनी	amethyst
जाम्बिया	Zambia
ज़ायका	flavour
जायज	legitimately
जायज	legitimate, prevailing
जायज़	valid, warrantable
जायज़	right, proper
जायज़ा	muster
जायदाद	property
ज़ायन	Zion
ज़ायनवादी	Zionist
ज़ायनवादी	Zionist
जायफल	nutmeg
जार	czar, paramour
ज़ार	tzar, tsar
ज़ार	czar
जारज	adulterine, misbegotten
जारण	oxidise, oxidize
जारण	oxidation
जारी	ongoing, afoot
जारीकर्ता	issuer
जार्ज	Saint George, George VI
जार्जिया	Sakartvelo, Peach State
जार्जियाई	Georgian
जार्डन	Jordan River, Hashemite Kingdom of Jordan
जाल	web, toils
जालसाज	fabricator, fabulist
जालसाजी	counterfeit, fabrication
जालसाज़ी	counterfeiting
जालसाज़ी	fabrication
जाला	gossamer
जालिम	oppressor
ज़ालिम	severe
ज़ालिम	tormentor
जाली	mesh, grid
जाली	secret, bogus
जालीदार	gauzy, latticed
जालीनुमा	meshed
जावा	Java
जावित्री	mace
जासूस	spook, sleuth
जासूसी	detective
जासूसी	espionage
जाहिर	predictably
जाहिर	obvious, ostensible
ज़ाहिर	noticeably
ज़ाहिर	obvious, unambiguous
जाहिल	rude, uneducated
जाहिल	boor, Goth
जांघ	thigh
जांघिया	boxershorts, panties
जांच	account, standard
जांचना	investigate
जांता	grinder
जांबाज़	brave
जाँच	testing, probe
जाँचकर्ता	checker
जाँचना	prove, scrutinise
जाँचना	correction
जाँचा	checked
जि	which, that
जिक्र	mention, reference
ज़िक्र	reference
जिगर	the liver, liver
जिगरी	near, heart-whole
जिच	stalemate
ज़िच	stalemate
जिज्ञासा	curiosity, inquisitiveness
जिज्ञासु	inquisitive, enquiring
जिज्ञासु	wonderer
जितना	many
जितेन्द्रिय	stoic, Stoic
जितेन्द्रिय	continent
जितेंद्रिय	continent
जिद	tenacity, recalcitrance
ज़िद	pigheadedness, obstinance
ज़िद	obstinacy
जि़दगी	life
जिद्द	persistence, stubbornness
जिद्दी	stubborn
ज़िद्दी	unregenerate, headstrong
ज़िद्दी	piggish, wilful
जिन	gin
जिनसेंग	ginseng
जिन्दगी	world
ज़िन्दगी	existence, world
जिन्दा	on the hoof, live
ज़िन्दा	alive
जिन्दादिल	vital, fun-loving
जिन्दादिली	life
जिन्न	genie
जिन्हें	which
ज़िप	slide fastener, zip
ज़िप	zipper, ZIP
जिप्सम	gypsum
जिप्सी	Gipsy, Gypsy
जिप्सी	Romany, Roma
जिबूती	Djibouti
जिब्राल्टर	Rock of Gibraltar, Gibraltar
जिम	gym
जिमखाना	gymkhana
जिमनास्टिक	gymnastics
जिमनास्टिक्स	gym
जिमीकंद	yam
जिम्बाब्वे	Zimbabwe
ज़िम्बाब्वे	Zimbabwe
ज़िम्मा	amenability, charge
जिम्मेदार	accountable, responsible
ज़िम्मेदार	accountable, amenable
ज़िम्मेदार	mature
जिम्मेदारी	oversight, supervision
जि़म्मेदारी	place
ज़िम्मेदारी	trust
ज़िम्मेवार	accountable, blamable
जिम्मेवारी	responsibility
ज़िम्मेवारी	responsibility
जिरगा	Jirga
जिरह	grilling, cross-examination
जिराफ	giraffe
जिला	county, territorial dominion
ज़िला	district, shire
ज़िला	zila
जिलाधीश	collector
जिलाना	animate, enliven
जिले	parts
जिलेट	Gillette
जिलेटिन	gelatine, gelatin
जिलेदार	collector
जिल्द	cover, binding
ज़िल्द	binding
जिस	whose
जिसका	which
जिसका	whose
जिसके	whose
जिसने	WHO
जिसमें	wherein
जिससे	whereby
जिससे	so
जिस्म	body, carcase
जिस्मानी	bodily, corporeal
जिहाद	jihad
जिहादी	jihadi
जिहादी	Jihadist
जिह्वा	tongue
ज़िंक	zinc
जिंदगी	life
ज़िंदगी	life
जिंदा	bailiwick
जिंदादिल	buoyant
ज़िंदादिल	bubbly, swinging
ज़िंदादिल	sassy
जिंदादिली	animal spirits, jocundity
ज़िंदादिली	zing, vivaciousness
जिंदाबाद	viva
ज़िंदाबाद	viva
ज़िंदाबाद	zindabad
जिंस	species, thing
जी	heart
ज़ी	zee
जीजा	brother-in-law
जीजी	sister
जीत	result, win
जीतना	carry, get the better of
जीतना	winning
जीता	victory
जीन	gene, factor
ज़ीन	harness
जीनस	genus
जीना	survive, live for
ज़ीना	staircase, stairway
ज़ीनिया	zinnia, old maid
जीनी	genic
जीनोम	genome
जीन्स	jeans
जीप	jeep
जीपीएस	GPS
जीभ	tongue
जीया	chord
जीरा	cumin
जीरो	zero
जीर्ण	outworn, derelict
जीर्णता	decrepitude, dilapidation
जीर्णोद्धार	restoration
जीले	jamjar
जीलैंड	Seeland
ज़ीलैंड	Zealand
जीव	thing, animate being
जीवक	zooid
जीवट	brio
जीवटता	spiritedness
जीवधारी	animal, organism
जीवन	being, career
जीवनकाल	lifespan, lifetime
जीवनचक्र	life-cycle
जीवनचर्या	lifestyle
जीवनदाता	energiser, vitalizer
जीवनदायक	vitalising, vitalizing
जीवनदायी	life-giving
जीवनवृत्त	memoirs
जीवनशैली	existence
जीवनसाथी	soul mate, spouse
जीवनसंगी	partner
जीवनस्तर	standard of living
जीवनांकिक	actuarial
जीवनी	memoir
जीवनीकार	biographer
जीवन्त	animate
जीववादी	vitalist
जीवविज्ञान	biology, bioscience
जीवविज्ञानी	life scientist
जीववैज्ञानिक	biologist
जीवा	sine
जीवाणु	germ, bacterium
जीवाणुजनित	bacterial
जीवात्मा	soul
जीवाश्म	fossil
जीविका	livelyhood, livelihood
जीविकोपार्जन	bread and butter
जीवित	live, alive
जीवोत्पत्ति	abiogenesis
जीवंत	sparky, racy
जीवंतता	sprightliness, colour
जीसस	Jesus
जींस	jean
जुआ	gaming, gamble
जुआखाना	betting-shop
जुआघर	casino
जुआरी	gambler, bettor
जुकाम	chill
ज़ुकाम	cold
जुखाम	cold
जुगत	gadget
जुगनू	firefly, firebug
जुगल	chew, chewing gum
जुगाड़	jig, makeshift
जुगाड़	provision
जुगाली	rumination
जुगुप्सा	lousiness, execration
जुझारू	combative, combatant
जुटना	scrap, cohere
जुटना	coherency, coherence
जुटाना	provide, work up
जुड़कर	coherently
जुड़ना	knit, fuse
जुड़ना	concur, join
जुड़वा	twin
जुड़वां	Twin, Twins
जुड़वाँ	twin
जुड़वाँ	coupled
जुड़ा	bun
जुड़ाव	involvement
जुड़ाव	association
जुड़े	linked
जुता	ploughed
जुताई	cultivation, tillage
जुदा	piecemeal, separate
जुदाई	parting, removal
जुनून	mania
जुनूनी	maniac
जुबली	jubilee
जुबा	jubbah
जुबान	language
जुमला	sentence
जुम्बिश	movement
जुरमाना	forfeit
जुराब	sock, socks
जुर्म	offence
जुर्माना	fine, penalty
ज़ुर्रत	bravery, courage
जुलाई	Jul., July
जुलाब	physic, purge
जुलाहा	weaver
जुलूस	procession, parade
ज़ुल्फ़	hair, sliver
ज़ुल्फ़	lock, hair
जुल्म	oppression
ज़ुल्म	wrong
ज़ुल्म	oppression
जुवार	millet
जुस्तजू	quest
जूजू	juju
जूझना	wrestle, struggle
जूट	jute, Jute
जूटना	march
जूठन	waste, slops
जूठा	refuse, pickings
जूठा	half-eaten, left over
जूडा	tress, chignon
जूडी	chill, ague
जूडो	judo
जूता	shoe, boot
जूती	moccasin
जूते	shoes, balmoral
जून	Jun., june
जूनियर	junior
जूनो	Juneau
ज़ूम	zoom
जूरी	jury
जूल	joule
जूलाई	July
ज़ूलू	Zulu
ज़ूलू	Zulu
जूलूस	cavalcade
जूस	juice, jus
जूही	Jasminum, genus Jasminum
जूं	louse, acarid
जूँ	louse
जे	j
जेट	jet, reactivity
जेटी	jetty, dock
जेठ	brother-in-law
जेठा	firstborn
जेठा	elder, firstborn
जेठानी	sister-in-law
जेड	jade
ज़ेड	zed, Z
जेता	winner
जेन	jane
ज़ेन	Zen
जेनरेटर	generator
जेनरेशन	generation
जेनॉन	Xe, atomic number 54
जेब	pocket, pocketful
ज़ेब	embellishment, beauty
जेबकतरा	dip, finger
जेबखर्च	pin-money
जेबरा	zebra
ज़ेबरा	zebra
ज़ेबरा	zebra
जेबी	pocket, pocket-size
जेर	afterbirth
जेरूसलम	Jerusalem
जेरूसेलम	the Holy City
जेल	jail, nick
जेलखाना	can
जेलर	jailer, gaoler
जेली	jelly
जेली	pitchfork, jelly
जेलो	Jell-O, jello
जेवनार	banquet, treat
जेवर	valuable, jewelry
ज़ेवर	jewel, pretties
जैक	jack
जैकपॉट	jackpot
जैकेट	jacket, blouse
जैक्स	jacks, jack
जैगर	jaeger
जैगुआर	jaguar
जैज़	jazz
जैतून	olive
ज़ैतून	olive, olive tree
जैनी	Jain
जैनी	Jainist
जैम	jam
जैल	gel
जैव	organic
जैविक	biological
जैसा	so
जैसा	like, identical
जैसा	as
जैसे	as it were
जैसेकि	namely
जॉइस	Joyce
जॉकी	jockey
जॉगिंग	jogging, jog
जॉर्ज	George
जॉर्डन	Jordan
जो	who, that
जो	which, although
जो	those
जोकर	joker
जोकि	which
जोखिम	adventure, risk
जोख़िम	heroic
जोखिमपूर्ण	perilous
जोगी	fakir, Yogi
जोड़	sum, total
जोड़	addition, junction
जोड़कर	plus
जोड़ना	aggregate, tot up
जोड़ना	accumulate, link
जोड़ा	yoke, match
जोड़ा	even
जोड़ा	binary, brace
जोड़ी	yoke, companion
जोड़ी	duo
जोड़ीदार	catch, match
जोड़े	pairs
जोड़ों	joints
जोत	holding
जोतना	team, turn
जोता	trace
जोन	zone
ज़ोन	zone
जोर	loud
जोर	emphasis, force
ज़ोर	accentuation, thrust
ज़ोर	emphasis
जोरदार	long, violent
ज़ोरदार	emphatic, sturdy
ज़ोरदार	emphatic
जोरावर	hearty, nervous
जोरू	wife
जोर्डन	Jordan
जोश	elan, smartness
जोशपूर्ण	zesty, spirited
जोशीला	eager, gutsy
जोंक	leech
जौ	malt, barley
जौहर	luster
जौहर	worth
जौहरी	jeweller, jeweler
जंक्शन	junction
जंग	rust, war
ज़ंग	rust
जंगम	mortile, movable
जंगल	wood, bush
जंगला	balustrade, railing
जंगली	woodman, woodsman
जंगली	wilding, wild
जंगलीपन	ferocity, savagery
जंगी	warship, actinium
जंगी	militant, military
जंघा	thigh
जंजाल	fix, trouble
जंजीर	chain, shackle
जंज़ीर	chain
ज़ंजीर	chain
जंतर	talisman
जंतु	creature
जंप	jump
जंपर	jumper
जंभाई	yawn, gape
ज्ञात	known
ज्ञाता	pundit
ज्ञाता	informed
ज्ञान	conversancy, sense
ज्ञान	learning
ज्ञानपूर्ण	Wise, knowledgeable
ज्ञानपूर्वक	knowingly
ज्ञानमय	enlightened
ज्ञानरंजन	infotainment
ज्ञानवर्धक	enlightening, illuminating
ज्ञानवान	reasonable
ज्ञानसंपन्न	enlightened
ज्ञानातीत	transcendent
ज्ञानी	sage
ज्ञानी	learned, wise
ज्ञानोदय	enlightenment
ज्ञापन	memo, memorandum
ज्ञेय	cognizable, cognoscible
ज्या	chord, sine
ज्यादती	extreme
ज़्यादती	excess, a bit much
ज्यादा	much, many
ज्यादा	awful, long
ज़्यादा	too, very often
ज़्यादा	very many, a lot
ज़्यादा	more, plentiful
ज़्यादातर	principally, chiefly
ज्यामिति	geometry
ज्यामितिक	geometric
ज्यामितिय	geometric
ज्यामितीय	geometricl, geometric
ज्यूस	juice
ज्येष्ठ	eldest, senior
ज्येष्ठ	superior, Jyaistha
ज्येष्ठता	longevity, seniority
ज्योत	flame, light
ज्योति	flame
ज्योतिर्मय	refulgent, lightsome
ज्योतिर्विद	astronomer
ज्योतिष	astrologer, soothsaying
ज्योतिषशास्त्र	astrology
ज्योतिषी	soothsayer
ज्योतिष्	fortune telling
ज्योत्सना	moonlight
ज्योनार	dinner
ज्योंहि	as
ज्योंही	as
ज्ल्दी	quick
ज्वर	feverishness, febricity
ज्वलन	ignition, burning
ज्वलनशील	combustible, inflammable
ज्वलित	burning
ज्वलंत	vivid, flaming
ज्वाइंट	joint pin, parting
ज्वार	flood
ज्वाला	blaze, fire
ज्वालामुखी	volcano
ज्वेल	jewel
झक	craze, megrim
झकझोरना	worrying
झकझोरना	rack, move
झक्की	dotty, fruity
झक्की	queer duck, kook
झगड़ना	spat, fall out
झगड़ना	fallout
झगड़ना	altercate, vie
झगड़ा	dispute, word
झगड़ा	affair, rivalry
झगड़ालू	stroppy, vixenish
झगड़ालू	cantankerous, confrontational
झगड़ालू	wrangler, termagant
झट	at once, quick
झटक	tweak
झटकना	twitch, work
झटका	turn, flick
झटकेदार	jerky
झटपट	quickly
झड़	discharge, volley
झड़ना	brush, fall
झड़प	altercation, tangle
झड़ी	barrage
झड़ी	downpour, shower
झण्डा	flag
झण्डी	pennant, flag
झण्डे	bunting
झनकार	jingle, twang
झनझना	plangent
झनझनाना	jingle, clink
झनझनाहट	clash, clink
झप	alarm
झपक	quiver
झपकना	wink, blink
झपकी	forty winks, nap
झपट	snatch
झपट्टा	lunge, dash
झब्बा	fringe
झमेला	fuss, mess
झरना	falls, fall
झरोखा	peep-hole
झलक	peep, beam
झलकता	flashing
झलकना	flicker, glint
झलकी	promo, overture
झल्लाहट	tantrum, fret
झाग	scum, foam
झागदार	foamy, frothy
झाड़	sweep, candelabrum
झाड़न	whisk broom, whisk
झाड़ना	flick, dust
झाड़ना	exorcise, flap
झाड़ा	underbrush
झाड़ियाँ	undergrowth
झाड़ी	shrub, tree
झाड़ी	brake, gorse
झाडू	broom, brush
झाड़ू	scrubbing-brush, broom
झाड़ू	besom, broom
झाबा	pannier, basket
झाल	weld
झालर	flounce, trimming
झालरदार	frilled, frilly
झांकना	look back on
झांकी	tableau
झांझ	cymbal, cembalo
झांझा	caterpillar, Caterpillar
झांसा	bob, decoy
झाँकना	peek, poke
झाँकी	glimpse
झाँझ	cymbal
झाँसा	hoax
झिझक	abhorrence, hesitation
झिझकना	hang back
झिड़क	growl
झिड़कना	bully, snub
झिड़की	row, ticking off
झिड़की	denunciation, rebuke
झिरी	aperture, slot
झिलमिल	dead
झिलमिला	lambent
झिलमिलाता	twinkling
झिलमिलाहट	shimmer, sparkling
झिल्ली	diaphragm, coat
झिल्लीदार	membranous, webbed
झीना	ladder
झीना	flimsy, filmy
झील	mere, loch
झींगा	prawn
झींगुर	cicada, cricket
झींसी	sprinkle
झुकना	capitulate, sway
झुका	lean, leaning
झुकाना	curve, slope
झुकाव	spin, partiality
झुग्गी	hut, slum dwelling
झुटपुटा	dusk, gloaming
झुठलाना	belie
झुण्ड	pack, flock
